Height,Weight
174.7298583148998,63.17180093037313
163.18574120560555,64.02777808580727
172.42439496690477,70.0796727132479
152.99264365961668,69.59978268816738
177.531428339492,68.74598643422027
154.65278659791957,67.17428553005696
170.05127078132273,64.48664030193552
168.7977232984381,66.08858779598906
161.93018121427048,85.20843103186074
198.71819394988916,66.86959389477114
164.02177080593657,77.5295045643097
174.72456993535758,67.06331956487476
180.95956118008561,76.8292645702503
157.84831198907784,76.16022436918765
183.4235637143798,72.25444616739425
168.77850212331677,66.79295091139693
180.12515476977174,63.11201983334603
160.8613085329413,74.82873173962794
159.70469792625502,63.57998270097532
182.09796449631688,63.62713949788014
175.01872303779032,77.61420881102205
171.38846177156233,77.30941215623022
176.4076111334167,70.1882798159983
175.27332665110663,68.76901400331786
158.4563976478331,66.67851213155153
147.86666520603177,71.7566776896375
153.18243489604873,67.57984283870302
152.1190574893784,62.43456370052668
147.81465054968598,66.18234756373066
163.52569219834402,71.24601604775368
164.71595679185637,62.05095696221529
169.60790825171253,65.10237038834353
172.1497594841575,70.61380814378252
166.15641197446496,78.44646046890136
167.46095921908113,70.88874932609255
170.73252074603943,70.16003010271915
160.02796162575322,79.66607782181617
162.86143712393286,64.68952644284299
170.35416346140482,66.33685450545643
163.22054634877296,74.21370696573148
164.2811893841349,75.38369993740474
168.94137684667666,72.28845269013156
183.3583133867177,56.90253338744655
173.18665288016135,73.69523171169155
166.62404749949962,73.33750528881434
164.14731721992592,70.23201318042601
168.85080059210244,73.33038798250786
192.41817794395234,77.03974241886914
138.5258347845602,70.25574593168962
175.35135893280116,65.32012569565059
172.3249043938376,60.80445346197177
178.67611950882284,70.31889364240719
158.51787285753727,66.43015951276455
191.1434424145551,67.1905766843639
180.00942760689503,64.3376557469922
169.48585004713883,71.37145501502691
171.5978769807336,73.67956055376399
162.8373641367504,72.17159374550332
170.5052282652537,64.3997944772298
168.56662585451045,74.44547305063219
179.4357539052081,71.5725347266589
173.576442254693,57.559977679756805
169.16550797175552,72.97954305249203
176.7780610291882,59.820689818548956
175.56060373934207,64.30859173642625
172.22719460852494,75.28821143198313
154.71014520512958,73.26384270168727
180.29211175548784,66.77766574270422
158.3374124054543,65.58268954519737
159.90438347690596,71.72846186620112
168.94732011302344,61.01586270030769
175.12022158133718,72.05354809565156
184.0772776372054,68.5408827557667
153.12303668952933,73.67073824305479
184.7123399263467,69.37252167453165
186.3646290744324,64.5574129252282
165.38605063781085,71.01115462324054
167.986377298435,68.25082799558024
164.28183269717627,62.89361550747988
163.9670088525801,64.18205831989394
156.60610778902748,64.96661856256264
153.10347079646164,70.25010879912314
168.00672660725866,73.82715067633647
172.5777258546506,69.85742561229331
188.28820715074883,63.97177199956048
159.9899845498576,68.09227578927671
149.08308786653987,72.83421819030931
171.46559705912634,75.38668372771166
165.33648898126376,65.29820638265366
173.56223007307108,71.4180356090683
166.0212026692475,68.04839759707417
157.40776484390764,59.22937779653245
163.11121307554632,63.52658125742532
178.02630450247418,67.16889652702883
172.72391040648554,67.41145395069435
160.3082350134776,68.0206084618336
178.71968121980885,66.98152377488272
155.53640557203587,71.83696445561084
164.6351873608747,65.20494092784693
171.97920516314232,62.023516387567334
